x,y,z
-1385.5875244140625,-2180.455322265625,138.9738006591797
-1386.2445068359375,-2181.109375,138.9556427001953
-1386.90283203125,-2181.7626953125,138.93753051757812
-1387.5621337890625,-2182.415283203125,138.9195098876953
-1388.2225341796875,-2183.06689453125,138.90151977539062
-1388.883544921875,-2183.71728515625,138.88352966308594
-1389.545166015625,-2184.366455078125,138.8655242919922
-1390.2073974609375,-2185.014404296875,138.8475341796875
-1390.8701171875,-2185.660888671875,138.82943725585938
-1391.5333251953125,-2186.305908203125,138.81129455566406
-1392.197021484375,-2186.94970703125,138.7931671142578
-1392.8612060546875,-2187.592041015625,138.77490234375
-1393.525634765625,-2188.233154296875,138.75665283203125
-1394.1905517578125,-2188.873046875,138.73834228515625
-1394.8555908203125,-2189.511474609375,138.71998596191406
-1395.5208740234375,-2190.148681640625,138.70156860351562
-1396.1864013671875,-2190.78466796875,138.6832275390625
-1396.85205078125,-2191.419677734375,138.66465759277344
-1397.5179443359375,-2192.053466796875,138.64601135253906
-1398.183837890625,-2192.686279296875,138.62730407714844
-1398.849853515625,-2193.318115234375,138.60821533203125
-1399.515869140625,-2193.948974609375,138.58892822265625
-1400.1817626953125,-2194.578857421875,138.5694122314453
-1400.847412109375,-2195.207763671875,138.54953002929688
-1401.5126953125,-2195.8359375,138.52938842773438
-1402.1778564453125,-2196.4638671875,138.50914001464844
-1402.84228515625,-2197.091064453125,138.48855590820312
-1403.5064697265625,-2197.71826171875,138.46807861328125
-1404.1702880859375,-2198.3447265625,138.44769287109375
-1404.83349609375,-2198.970458984375,138.42747497558594
-1405.4957275390625,-2199.595703125,138.4075927734375
-1406.1566162109375,-2200.219970703125,138.38818359375
-1406.8155517578125,-2200.842529296875,138.36936950683594
-1407.4716796875,-2201.46240234375,138.35110473632812
-1408.123779296875,-2202.078857421875,138.33349609375
-1408.7713623046875,-2202.69091796875,138.31625366210938
-1409.4130859375,-2203.298095703125,138.2994842529297
-1410.048828125,-2203.8994140625,138.28286743164062
-1410.677978515625,-2204.4951171875,138.2661895751953
-1411.300048828125,-2205.08447265625,138.2494354248047
